name,vsini,ror,b,ref_link
name,pl_imppar,pl_ratror,st_vsin,https://exoplanetarchive.ipac.caltech.edu/overview/name
TOI-3984.01,-999,0.14744490496453241,,https://exofop.ipac.caltech.edu/tess/target.php?id=20182780
TOI-3985.01,-999,0.07389181280764466,,https://exofop.ipac.caltech.edu/tess/target.php?id=604863428
TOI-3986.01,-999,0.033166247903554,2.7,https://exofop.ipac.caltech.edu/tess/target.php?id=470911286
TOI-3987.01,-999,0.057096409694480786,,https://exofop.ipac.caltech.edu/tess/target.php?id=452972453
TOI-3988.01,-999,0.07072481884034769,7.45,https://exofop.ipac.caltech.edu/tess/target.php?id=452938965
TOI-3989.01,-999,0.07778817390837761,135.94,https://exofop.ipac.caltech.edu/tess/target.php?id=444413256
TOI-3990.01,-999,0.047749345545253286,,https://exofop.ipac.caltech.edu/tess/target.php?id=420446142
TOI-3991.01,-999,0.038987177379235856,,https://exofop.ipac.caltech.edu/tess/target.php?id=418133917
TOI-3992.01,-999,0.09895453501482386,,https://exofop.ipac.caltech.edu/tess/target.php?id=403347341
TOI-3993.01,-999,0.06811789551465437,,https://exofop.ipac.caltech.edu/tess/target.php?id=403340402
TOI-3994.01,-999,0.044609416046390925,,https://exofop.ipac.caltech.edu/tess/target.php?id=372505528
TOI-3995.01,-999,0.14833745312630928,24.17,https://exofop.ipac.caltech.edu/tess/target.php?id=347210614
TOI-3996.01,-999,0.06140032573203501,8.27,https://exofop.ipac.caltech.edu/tess/target.php?id=347011522
TOI-3997.01,-999,0.0906311204829776,,https://exofop.ipac.caltech.edu/tess/target.php?id=327004130
TOI-3998.01,-999,0.1134195750300626,4.6899999999999995,https://exofop.ipac.caltech.edu/tess/target.php?id=320281287
TOI-3999.01,-999,0.045934736311423405,5.1,https://exofop.ipac.caltech.edu/tess/target.php?id=284528889
TOI-4000.01,-999,0.11319452283569201,29.06,https://exofop.ipac.caltech.edu/tess/target.php?id=283015592
TOI-4001.01,-999,0.04533210782657255,3.825,https://exofop.ipac.caltech.edu/tess/target.php?id=83148519
TOI-4002.01,-999,0.07459222479588606,,https://exofop.ipac.caltech.edu/tess/target.php?id=83053699
TOI-4003.01,-999,0.07622335600063802,,https://exofop.ipac.caltech.edu/tess/target.php?id=399346877
TOI-4004.01,-999,0.09246621004453465,,https://exofop.ipac.caltech.edu/tess/target.php?id=397924314
TOI-4005.01,-999,0.04207136793592526,,https://exofop.ipac.caltech.edu/tess/target.php?id=395773226
TOI-4006.01,-999,0.08149264716552751,,https://exofop.ipac.caltech.edu/tess/target.php?id=390048041
TOI-4007.01,-999,0.11061645447219867,16.39,https://exofop.ipac.caltech.edu/tess/target.php?id=389910188
TOI-4008.01,-999,0.025495097567963924,6.745,https://exofop.ipac.caltech.edu/tess/target.php?id=379629854
TOI-4009.01,-999,0.07307530362578044,9.39,https://exofop.ipac.caltech.edu/tess/target.php?id=368734712
TOI-4010.01,-999,0.07059090330151124,3.31,https://exofop.ipac.caltech.edu/tess/target.php?id=352682207
TOI-4010.02,-999,0.07104880457177848,3.31,https://exofop.ipac.caltech.edu/tess/target.php?id=352682207
TOI-4010.03,-999,0.034732601232740114,3.31,https://exofop.ipac.caltech.edu/tess/target.php?id=352682207
TOI-4011.01,-999,0.09235799911215054,,https://exofop.ipac.caltech.edu/tess/target.php?id=289264348
TOI-4012.01,-999,0.1471393896956216,,https://exofop.ipac.caltech.edu/tess/target.php?id=280315875
TOI-4013.01,-999,0.06496152707564685,,https://exofop.ipac.caltech.edu/tess/target.php?id=279265701
TOI-4014.01,-999,0.13277801022759755,,https://exofop.ipac.caltech.edu/tess/target.php?id=85791385
TOI-4015.01,-999,0.11644741302407709,25.35,https://exofop.ipac.caltech.edu/tess/target.php?id=85429139
TOI-4016.01,-999,0.06020797289396148,,https://exofop.ipac.caltech.edu/tess/target.php?id=461491274
TOI-4017.01,-999,0.07674633541739957,,https://exofop.ipac.caltech.edu/tess/target.php?id=407313319
TOI-4018.01,-999,0.08051086883148138,,https://exofop.ipac.caltech.edu/tess/target.php?id=407243316
TOI-4019.01,-999,0.08916277250063505,,https://exofop.ipac.caltech.edu/tess/target.php?id=284305328
TOI-4020.01,-999,0.10749187494389703,,https://exofop.ipac.caltech.edu/tess/target.php?id=10974783
TOI-4021.01,-999,0.055587768438749185,44.620000000000005,https://exofop.ipac.caltech.edu/tess/target.php?id=10507330
TOI-4022.01,-999,0.07835815209663893,,https://exofop.ipac.caltech.edu/tess/target.php?id=1271152446
TOI-4023.01,-999,0.09581231653602787,,https://exofop.ipac.caltech.edu/tess/target.php?id=470678283
TOI-4024.01,-999,0.07019971509913697,,https://exofop.ipac.caltech.edu/tess/target.php?id=470169396
TOI-4025.01,-999,0.06782329983125268,,https://exofop.ipac.caltech.edu/tess/target.php?id=441730540
TOI-4026.01,-999,0.06691141865631202,,https://exofop.ipac.caltech.edu/tess/target.php?id=428963229
TOI-4027.01,-999,0.034176014981270125,3.135,https://exofop.ipac.caltech.edu/tess/target.php?id=427866520
TOI-4028.01,-999,0.12712198865656563,,https://exofop.ipac.caltech.edu/tess/target.php?id=406634633
TOI-4029.01,-999,0.05504543577809154,4.67,https://exofop.ipac.caltech.edu/tess/target.php?id=393633044
TOI-4030.01,-999,0.054497706373754846,,https://exofop.ipac.caltech.edu/tess/target.php?id=390021939
TOI-4031.01,-999,0.13496017145167719,,https://exofop.ipac.caltech.edu/tess/target.php?id=389968080
TOI-4032.01,-999,0.023021728866442676,7.73,https://exofop.ipac.caltech.edu/tess/target.php?id=387603144
TOI-4033.01,-999,0.11924344845734712,,https://exofop.ipac.caltech.edu/tess/target.php?id=387330895
TOI-4034.01,-999,0.09257429448826493,,https://exofop.ipac.caltech.edu/tess/target.php?id=375654303
TOI-4035.01,-999,0.11972050785057671,,https://exofop.ipac.caltech.edu/tess/target.php?id=372392226
TOI-4036.01,-999,0.03660601043544626,,https://exofop.ipac.caltech.edu/tess/target.php?id=367913453
TOI-4037.01,-999,0.04171330722922842,7.15,https://exofop.ipac.caltech.edu/tess/target.php?id=367287018
TOI-4038.01,-999,0.0677495387438173,,https://exofop.ipac.caltech.edu/tess/target.php?id=366580825
TOI-4039.01,-999,0.09370165420097983,,https://exofop.ipac.caltech.edu/tess/target.php?id=366120401
TOI-4040.01,-999,0.0323638778930897,,https://exofop.ipac.caltech.edu/tess/target.php?id=356786657
TOI-4041.01,-999,0.07155417527999328,5.195,https://exofop.ipac.caltech.edu/tess/target.php?id=345645749
TOI-4042.01,-999,0.09889388252060893,,https://exofop.ipac.caltech.edu/tess/target.php?id=332393279
TOI-4043.01,-999,0.07947955712005446,17.56,https://exofop.ipac.caltech.edu/tess/target.php?id=322262448
TOI-4044.01,-999,0.11086027241532469,,https://exofop.ipac.caltech.edu/tess/target.php?id=307956396
TOI-4045.01,-999,0.1286079313261822,,https://exofop.ipac.caltech.edu/tess/target.php?id=298264260
TOI-4046.01,-999,0.0291547594742265,10.96,https://exofop.ipac.caltech.edu/tess/target.php?id=284760740
TOI-4047.01,-999,0.053758720222862454,,https://exofop.ipac.caltech.edu/tess/target.php?id=279769094
TOI-4048.01,-999,0.08637129152675674,,https://exofop.ipac.caltech.edu/tess/target.php?id=279605855
TOI-4049.01,-999,0.12287011067212847,,https://exofop.ipac.caltech.edu/tess/target.php?id=259274960
TOI-4050.01,-999,0.07443117626371358,,https://exofop.ipac.caltech.edu/tess/target.php?id=255865833
TOI-4051.01,-999,0.052057660339281484,,https://exofop.ipac.caltech.edu/tess/target.php?id=237101326
TOI-4052.01,-999,0.04959838707054898,,https://exofop.ipac.caltech.edu/tess/target.php?id=236775063
TOI-4053.01,-999,0.11080073483921124,,https://exofop.ipac.caltech.edu/tess/target.php?id=235684392
TOI-4054.01,-999,0.11282850575789126,,https://exofop.ipac.caltech.edu/tess/target.php?id=233719215
TOI-4055.01,-999,0.13579396157414364,,https://exofop.ipac.caltech.edu/tess/target.php?id=233053554
TOI-4056.01,-999,0.0575325994545701,11.969999999999999,https://exofop.ipac.caltech.edu/tess/target.php?id=232567319
TOI-4057.01,-999,0.06935416353759881,,https://exofop.ipac.caltech.edu/tess/target.php?id=230388132
TOI-4058.01,-999,0.08532291603080616,,https://exofop.ipac.caltech.edu/tess/target.php?id=229639351
TOI-4059.01,-999,0.1517234326002414,,https://exofop.ipac.caltech.edu/tess/target.php?id=229605891
TOI-4060.01,-999,0.0946044396421225,,https://exofop.ipac.caltech.edu/tess/target.php?id=229508727
TOI-4061.01,-999,0.06848357467305573,,https://exofop.ipac.caltech.edu/tess/target.php?id=224601047
TOI-4062.01,-999,0.12169634341261039,,https://exofop.ipac.caltech.edu/tess/target.php?id=219866209
TOI-4063.01,-999,0.11148626023749564,,https://exofop.ipac.caltech.edu/tess/target.php?id=219499488
TOI-4064.01,-999,0.05636793993921988,,https://exofop.ipac.caltech.edu/tess/target.php?id=219489550
TOI-4065.01,-999,0.08179242018671412,,https://exofop.ipac.caltech.edu/tess/target.php?id=219485050
TOI-4066.01,-999,0.13427583550289307,,https://exofop.ipac.caltech.edu/tess/target.php?id=193556520
TOI-4067.01,-999,0.11731671507730601,,https://exofop.ipac.caltech.edu/tess/target.php?id=162577466
TOI-4068.01,-999,0.09828529900244493,,https://exofop.ipac.caltech.edu/tess/target.php?id=159334269
TOI-4069.01,-999,0.11224972160321824,,https://exofop.ipac.caltech.edu/tess/target.php?id=143009290
TOI-4070.01,-999,0.09596874491208061,,https://exofop.ipac.caltech.edu/tess/target.php?id=115270627
TOI-4071.01,-999,0.030495901363953814,3.52,https://exofop.ipac.caltech.edu/tess/target.php?id=115182469
TOI-4072.01,-999,0.13816656614391196,,https://exofop.ipac.caltech.edu/tess/target.php?id=85459171
TOI-4073.01,-999,0.040620192023179805,,https://exofop.ipac.caltech.edu/tess/target.php?id=648958344
TOI-4074.01,-999,0.10895411878400926,,https://exofop.ipac.caltech.edu/tess/target.php?id=628103717
TOI-4075.01,-999,0.08616843969807043,,https://exofop.ipac.caltech.edu/tess/target.php?id=627323667
TOI-4076.01,-999,0.07905694150420949,,https://exofop.ipac.caltech.edu/tess/target.php?id=57193198
TOI-4077.01,-999,0.11343476400440959,2.705,https://exofop.ipac.caltech.edu/tess/target.php?id=57159675
TOI-4078.01,-999,0.06387487769068526,,https://exofop.ipac.caltech.edu/tess/target.php?id=444724127
TOI-4079.01,-999,0.13946325680981353,18.18,https://exofop.ipac.caltech.edu/tess/target.php?id=444558604
TOI-4080.01,-999,0.1313011804973588,,https://exofop.ipac.caltech.edu/tess/target.php?id=428892437
TOI-4081.01,-999,0.04516436160169675,24.97,https://exofop.ipac.caltech.edu/tess/target.php?id=421973253
TOI-4082.01,-999,0.09904544411531506,,https://exofop.ipac.caltech.edu/tess/target.php?id=400899926
TOI-4083.01,-999,0.04074309757492672,,https://exofop.ipac.caltech.edu/tess/target.php?id=399444057
TOI-4084.01,-999,0.11392980294900891,,https://exofop.ipac.caltech.edu/tess/target.php?id=346673534
TOI-4085.01,-999,0.09846814464729307,3.37,https://exofop.ipac.caltech.edu/tess/target.php?id=336840314
TOI-4086.01,-999,0.07334281410094577,5.88,https://exofop.ipac.caltech.edu/tess/target.php?id=328814605
TOI-4087.01,-999,0.11912178642045292,6.34,https://exofop.ipac.caltech.edu/tess/target.php?id=310002617
TOI-4088.01,-999,0.10227414140436478,3.92,https://exofop.ipac.caltech.edu/tess/target.php?id=302381397
TOI-4089.01,-999,0.09596874491208061,5.055,https://exofop.ipac.caltech.edu/tess/target.php?id=298752252
TOI-4090.01,-999,0.060332412515993424,,https://exofop.ipac.caltech.edu/tess/target.php?id=289373041
TOI-4091.01,-999,0.027568097504180444,5.16,https://exofop.ipac.caltech.edu/tess/target.php?id=289316336
TOI-4092.01,-999,0.08826097665446492,,https://exofop.ipac.caltech.edu/tess/target.php?id=288242606
TOI-4093.01,-999,0.04205948168962618,2.995,https://exofop.ipac.caltech.edu/tess/target.php?id=284454822
TOI-4093.02,-999,0.035828840779721996,2.995,https://exofop.ipac.caltech.edu/tess/target.php?id=284454822
TOI-4094.01,-999,0.0246251259858833,6.35,https://exofop.ipac.caltech.edu/tess/target.php?id=280035202
TOI-4095.01,-999,0.08660254037844387,,https://exofop.ipac.caltech.edu/tess/target.php?id=274974693
TOI-4096.01,-999,0.03860051813123756,,https://exofop.ipac.caltech.edu/tess/target.php?id=272782321
TOI-4097.01,-999,0.043703546766824315,,https://exofop.ipac.caltech.edu/tess/target.php?id=264295655
TOI-4098.01,-999,0.0340587727318528,5.08,https://exofop.ipac.caltech.edu/tess/target.php?id=264223828
TOI-4099.01,-999,0.0291547594742265,4.725,https://exofop.ipac.caltech.edu/tess/target.php?id=264173803
TOI-4100.01,-999,0.054037024344425186,11.190000000000001,https://exofop.ipac.caltech.edu/tess/target.php?id=243297296
TOI-4101.01,-999,0.058309518948453,,https://exofop.ipac.caltech.edu/tess/target.php?id=243280335
TOI-4102.01,-999,0.027568097504180444,2.93,https://exofop.ipac.caltech.edu/tess/target.php?id=237235093
TOI-4103.01,-999,0.12020815280171307,3.4000000000000004,https://exofop.ipac.caltech.edu/tess/target.php?id=235902467
TOI-4104.01,-999,0.08660254037844387,,https://exofop.ipac.caltech.edu/tess/target.php?id=235664497
TOI-4105.01,-999,0.045607017003965515,,https://exofop.ipac.caltech.edu/tess/target.php?id=233576159
TOI-4106.01,-999,0.03492849839314596,10.899999999999999,https://exofop.ipac.caltech.edu/tess/target.php?id=233535738
TOI-4107.01,-999,0.049497474683058325,,https://exofop.ipac.caltech.edu/tess/target.php?id=232632239
TOI-4108.01,-999,0.04049691346263317,5.555,https://exofop.ipac.caltech.edu/tess/target.php?id=232603560
TOI-4109.01,-999,0.0760920495189872,,https://exofop.ipac.caltech.edu/tess/target.php?id=230084146
TOI-4110.01,-999,0.018439088914585774,11.905000000000001,https://exofop.ipac.caltech.edu/tess/target.php?id=230075120
TOI-4111.01,-999,0.07042726744663604,,https://exofop.ipac.caltech.edu/tess/target.php?id=230006888
TOI-4112.01,-999,0.03617169288976782,,https://exofop.ipac.caltech.edu/tess/target.php?id=229976631
TOI-4113.01,-999,0.028930952282978865,2.8600000000000003,https://exofop.ipac.caltech.edu/tess/target.php?id=229786610
TOI-4114.01,-999,0.04878895499010304,,https://exofop.ipac.caltech.edu/tess/target.php?id=229408913
TOI-4115.01,-999,0.09994998749374609,1.9,https://exofop.ipac.caltech.edu/tess/target.php?id=199610140
TOI-4116.01,-999,0.07937253933193772,29.4,https://exofop.ipac.caltech.edu/tess/target.php?id=198616607
TOI-4117.01,-999,0.07629505716477673,,https://exofop.ipac.caltech.edu/tess/target.php?id=198189972
TOI-4118.01,-999,0.1078424777163433,,https://exofop.ipac.caltech.edu/tess/target.php?id=193773468
TOI-4119.01,-999,0.07063993204979745,,https://exofop.ipac.caltech.edu/tess/target.php?id=160618074
TOI-4120.01,-999,0.0687749954561976,,https://exofop.ipac.caltech.edu/tess/target.php?id=159438097
TOI-4121.01,-999,0.12016655108639841,,https://exofop.ipac.caltech.edu/tess/target.php?id=157218656
TOI-4122.01,-999,0.03619392214170771,51.59,https://exofop.ipac.caltech.edu/tess/target.php?id=156215204
TOI-4123.01,-999,0.05666980991630579,2.5549999999999997,https://exofop.ipac.caltech.edu/tess/target.php?id=153896150
TOI-4124.01,-999,0.09924716620639604,17.86,https://exofop.ipac.caltech.edu/tess/target.php?id=150761163
TOI-4125.01,-999,0.10603034455822824,,https://exofop.ipac.caltech.edu/tess/target.php?id=147761049
TOI-4126.01,-999,0.03834057902536163,,https://exofop.ipac.caltech.edu/tess/target.php?id=141616639
TOI-4127.01,-999,0.09518403227432636,7.82,https://exofop.ipac.caltech.edu/tess/target.php?id=141488193
TOI-4128.01,-999,0.05138093031466052,4.33,https://exofop.ipac.caltech.edu/tess/target.php?id=137420801
TOI-4129.01,-999,0.07293833011524188,3.2,https://exofop.ipac.caltech.edu/tess/target.php?id=123357034
TOI-4130.01,-999,0.03521363372331802,,https://exofop.ipac.caltech.edu/tess/target.php?id=71396541
TOI-4131.01,-999,0.11441153787970862,,https://exofop.ipac.caltech.edu/tess/target.php?id=47937361
TOI-4132.01,-999,0.06655042595528243,4.8,https://exofop.ipac.caltech.edu/tess/target.php?id=335655755
TOI-4133.01,-999,0.08966604708583958,,https://exofop.ipac.caltech.edu/tess/target.php?id=468396217
TOI-4134.01,-999,0.0232379000772445,,https://exofop.ipac.caltech.edu/tess/target.php?id=420803693
TOI-4135.01,-999,0.023664319132398463,10.78,https://exofop.ipac.caltech.edu/tess/target.php?id=288471040
TOI-4136.01,-999,0.03974921382870358,,https://exofop.ipac.caltech.edu/tess/target.php?id=420680343
TOI-4137.01,-999,0.09115920140062658,9.16,https://exofop.ipac.caltech.edu/tess/target.php?id=417646390
TOI-4138.01,-999,0.08803249585512671,5.5,https://exofop.ipac.caltech.edu/tess/target.php?id=257060897
TOI-4139.01,-999,0.0589915248150105,,https://exofop.ipac.caltech.edu/tess/target.php?id=408729765
TOI-4140.01,-999,0.1176010204037363,3.81,https://exofop.ipac.caltech.edu/tess/target.php?id=400103802
TOI-4141.01,-999,0.09848857801796104,,https://exofop.ipac.caltech.edu/tess/target.php?id=400093775
TOI-4142.01,-999,0.0650384501660364,,https://exofop.ipac.caltech.edu/tess/target.php?id=39573090
TOI-4143.01,-999,0.0408656334834051,,https://exofop.ipac.caltech.edu/tess/target.php?id=371711170
TOI-4144.01,-999,0.12202458768625281,3.36,https://exofop.ipac.caltech.edu/tess/target.php?id=313194972
TOI-4145.01,-999,0.14049911031746784,3.81,https://exofop.ipac.caltech.edu/tess/target.php?id=279947414
TOI-4146.01,-999,0.07674633541739957,,https://exofop.ipac.caltech.edu/tess/target.php?id=23124038
TOI-4147.01,-999,0.10290772565750349,,https://exofop.ipac.caltech.edu/tess/target.php?id=138329479
TOI-4148.01,-999,0.04753945729601885,3.165,https://exofop.ipac.caltech.edu/tess/target.php?id=137157546
TOI-4149.01,-999,0.12829653151975698,3.705,https://exofop.ipac.caltech.edu/tess/target.php?id=103096524
TOI-4150.01,-999,0.07891962450235848,,https://exofop.ipac.caltech.edu/tess/target.php?id=102719996
TOI-4151.01,-999,0.054405882034941774,51.1,https://exofop.ipac.caltech.edu/tess/target.php?id=406926040
TOI-4152.01,-999,0.11523888232710347,9.34,https://exofop.ipac.caltech.edu/tess/target.php?id=1813844121
TOI-4153.01,-999,0.09701834905817239,8.935,https://exofop.ipac.caltech.edu/tess/target.php?id=470171739
TOI-4154.01,-999,0.06488451279003334,,https://exofop.ipac.caltech.edu/tess/target.php?id=470156846
TOI-4155.01,-999,0.030659419433511782,4.7,https://exofop.ipac.caltech.edu/tess/target.php?id=467331291
TOI-4156.01,-999,0.022360679774997897,5.065,https://exofop.ipac.caltech.edu/tess/target.php?id=462553953
TOI-4156.02,-999,0.02740265953166632,5.065,https://exofop.ipac.caltech.edu/tess/target.php?id=462553953
TOI-4157.01,-999,0.04827007354458868,5.654999999999999,https://exofop.ipac.caltech.edu/tess/target.php?id=461538935
TOI-4158.01,-999,0.042190046219457975,6.53,https://exofop.ipac.caltech.edu/tess/target.php?id=441797394
TOI-4159.01,-999,0.04074309757492672,6.07,https://exofop.ipac.caltech.edu/tess/target.php?id=441600335
TOI-4160.01,-999,0.11054479892179052,4.555,https://exofop.ipac.caltech.edu/tess/target.php?id=441580526
TOI-4161.01,-999,0.06210504342427449,,https://exofop.ipac.caltech.edu/tess/target.php?id=441572821
TOI-4162.01,-999,0.09262828941527529,9.23,https://exofop.ipac.caltech.edu/tess/target.php?id=420114036
TOI-4163.01,-999,0.06,,https://exofop.ipac.caltech.edu/tess/target.php?id=420112217
TOI-4164.01,-999,0.0282842712474619,9.54,https://exofop.ipac.caltech.edu/tess/target.php?id=420108587
